ID;SOURCE;AUTEUR;GROUPE;DATE;PERIODE;TEXTE;MOTS_CLES;STANCE;INTENSITE;CIBLE;CADRAGE;NOTES
0352;Twitter;caronaymericoff;LFI-NFP;2024-10-25;P5_escalade;"Tellement bête qu’il ne se rend même pas compte qu’au milieu de ses mensonges et insultes il avoue ce que le monde entier a compris mais que les soutiens au carnage tentent encore de nier : ce sont bien les plus de 2 millions de Palestiniens de Gaza qui sont visés par l’armée israélienne, y compris la moitié de mineurs qui composent la population de ce territoire, et non les seuls « membres du Hamas ». 
Ce propagandiste vient d’avouer l’intention génocidaire.
On conserve.";palestiniens, israelien, israel, gaza, palestinien, hamas, israelienne, armee israelienne;;;;;
0353;Twitter;portes_thomas;LFI-NFP;2025-05-25;P7_cessez_feu;"Nous parlions de la Palestine bien avant le 7 octobre. 

Nous ne cesserons jamais de nous mobiliser pour défendre les palestiniens. 

Notre boussole c’est l’humanisme.

Chaque jour notre cœur saigne de voir ces enfants massacrés. 

Vous préférez soutenir un gouvernement complice de génocide, c’est votre choix.";palestiniens, palestine, palestinien, 7 octobre, genocide, massacre;;;;;
0354;Assemblee;M. Jean-Charles Larsonneur;NI;2023-12-19;P2_offensive;ma question s adresse a m le ministre des armees l assemblee se dechire et nous dansons sur un volcan les points chauds se multiplient autour du continent europeen situation difficile en ukraine guerre a gaza attaques contre des navires francais et allies civils comme militaires en mer rouge c est sur ce dernier point que je souhaiterais revenir le canal de suez est la colonne vertebrale des echanges entre l europe et l asie depuis le mois d octobre les agressions s y multiplient nos marins sont en danger les grands armateurs soucieux de la securite de leurs equipages et de l impact sur leurs operations notamment en matiere d assurances ont annonce qu ils suspendaient jusqu a nouvel ordre le franchissement du canal de suez a eux seuls cma ggm hapag lloyd maersk msc et evergreen representen...;israel, gaza, civils;;;;;
0355;Assemblee;Mme Sabrina Sebaihi;ECO-NFP;2025-06-24;P7_cessez_feu;israel aussi ce qu on entend est invraisemblable;israel;;;;;
0356;Twitter;constancelegrip;EPR;2024-01-18;P2_offensive;"En tant que Présidente du groupe d'étude sur l'antisémitisme, je vous demande instamment de cesser de vous réclamer à tout bout de champ du groupe d'étude, surtout si c'est pour saluer le collectif Tsedek, qui n'a pas eu un mot de condamnation de l'attaque terroriste islamiste du Hamas, qu'il appelle ""résistant"", ni de solidarité envers les victimes assassinées ou les otages kidnappés le #7octobre ! Formation à la lutte contre l'antisémitisme, vraiment?!?!";hamas, antisemitisme, otage, otages;;;;;
0357;Twitter;faureolivier;PS-NFP;2023-07-22;P0_pre_7oct;L’espoir revient quand on voit la société israélienne se mobiliser massivement depuis des semaines contre la coalition associant droite extrême et extrême-droite derrière Netanyahu.;israelien, israel, netanyahu, israelienne;;;;;
0358;Assemblee;M. Pierre Henriet;HOR;2025-07-02;P7_cessez_feu;les societes qui laissent prosperer l antisemitisme finissent par pourrir de l interieur ces mots du grand rabbin de france haim korsia ecrits en debut d annee resonnent avec une acuite particuliere alors que nous sommes reunis pour examiner les conclusions de la commission mixte paritaire sur la proposition de loi relative a la lutte contre l antisemitisme dans l enseignement superieur dont j ai eu l honneur d etre le corapporteur avec notre collegue constance le grip que je salue depuis l automne 2023 les universites francaises font face a une recrudescence d actes antisemites d une ampleur inedite entre le 7 octobre 2023 et le 10 avril 2024 soixante sept actes antisemites ont ete recenses dans quatre vingt deux etablissements soit le double de l annee precedente ce chiffre aussi glacant...;7 octobre, antisemitisme, antisemite;;;;;
0359;Assemblee;M. Sébastien Lecornu;RN;2025-10-14;P7_cessez_feu;aucune arme francaise n a ete livree a tsahal alors que je ne cesse de le repeter depuis trois ans vous maintenez ce mensonge exclamations sur les bancs du groupe lfi nfp vous ne faites jamais etat des distributions de vivres de denrees alimentaires et de medicaments realisees par les forces armees francaises au benefice des populations de gaza applaudissements sur plusieurs bancs des groupes epr dr dem et hor vous n evoquez jamais ce que l armee francaise a fait a al arich avec le navire hopital dixmude vous ne parlez jamais de l engagement de nos forces armees a la frontiere au sein de la force interimaire des nations unies au liban finul alors que des soldats ont ete blesses applaudissements sur plusieurs bancs des groupes epr dr dem et hor exclamations sur les bancs du groupe lfi nfp a...;gaza, tsahal, nations unies;;;;;
0360;Twitter;alexisjollyrn;RN;2023-09-20;P0_pre_7oct;"🚨 29 morts dont plusieurs enfants et plus de 200 blessés : c’est le bilan ce matin de l’agression barbare de l’#Azerbaïdjan contre l’#Arménie.

🇦🇿🇦🇲 Encore une fois, les islamistes turcophones continuent de massacrer des civils #arméniens dans le plus grand silence de la communauté internationale et de la France : assez !";civils, massacre;;;;;
0361;Twitter;auroreberge;REN;2025-02-13;P7_cessez_feu;"Après le 7 octobre, il y eut le 8 octobre et les jours qui ont suivi.

Et aujourd’hui, une menace insidieuse grandit : on nous dit qu’il serait possible de haïr Israël sans haïr les juifs.

L’antisionisme, la haine décomplexée d’Israël sont les nouveaux visages de l’antisémitisme.";israel, 7 octobre, antisemitisme, sionisme, antisionisme;;;;;
0362;Twitter;sabrinasebaihi;ECO-NFP;2025-08-08;P7_cessez_feu;"La France doit à son tour condamner le plus fermement le plan d’occupation de #Gaza de Netanyahu. Il faut arrêter d’être spectateur du genocide en cours, @EmmanuelMacron, @jnbarrot agissez !

rtl.be/actu/monde/internatio…";gaza, netanyahu, occupation, genocide;;;;;
0363;Twitter;dupontaignan;NI;2025-04-24;P7_cessez_feu;"Il y a 110 ans, 1,5 million d’Arméniens étaient massacrés au nom du fanatisme religieux dans l’indifférence générale.

Ce combat pour la vérité, la sécurité et la liberté n’est pas terminé.

Aujourd’hui encore, l’Arménie reste menacée. Les discussions sur un traité de paix sont encore fragiles et les violations du cessez-le-feu se multiplient.

La France doit rester fidèle à sa mémoire et à ses amis arméniens.";massacre, cessez-le-feu;;;;;
0364;Assemblee;Mme Michèle Tabarot;LR;2023-10-23;P1_choc;c est le hamas les geoliers ce sont des palestiniens;palestiniens, palestinien, hamas;;;;;
0365;Twitter;p_brun;PS-NFP;2024-05-29;P4_rafah;"La France s'est toujours honorée à soutenir les droits des Palestiniens. 

En reconnaissant dès maintenant l'Etat de Palestine comme l'ont fait l'Espagne, l'Irlande, la Norvège, elle enverrait un message très puissant au monde entier.";palestiniens, palestine, palestinien;;;;;
0366;Assemblee;Mme la présidente;Pr?sidence;2023-05-04;P0_pre_7oct;l ordre du jour appelle la discussion en application de l article 34 1 de la constitution de la proposition de resolution reaffirmant la necessite d une solution a deux etats et condamnant l institutionnalisation par l etat d israel d un regime d apartheid consecutif a sa politique coloniale no 1082;israel, solution a deux etats, deux etats;;;;;
0367;Assemblee;Mme Cyrielle Chatelain;ECO-NFP;2024-11-26;P6_mandats_cpi;le cessez le feu doit avoir lieu immediatement au liban et a gaza israel est en train de mener des frappes en ce moment meme applaudissements sur les bancs du groupe ecos m jean francois coulomme applaudit egalement votre ministre a en effet dit que la france appliquera le droit international mais en refusant de dire si au cas ou il venait sur notre sol m benyamin netanyahou serait arrete;israel, gaza, netanyahou, droit international;;;;;
0368;Assemblee;M. Aurélien Saintoul;LFI-NFP;2025-06-25;P7_cessez_feu;extraordinaire et ce qui se passe en israel c est la faute de la russie;israel;;;;;
0369;Assemblee;M. Thomas Portes;LFI;2024-03-06;P3_post_cij;l amalgame honteux entre antisionisme et antisemitisme est absolument scandaleux vous etes aujourd hui les seuls a parler de religion quand nous parlons de conflits et de resolutions politiques ceux qui dressent des paralleles dangereux sont ceux qui instrumentalisent la lutte contre l antisemitisme applaudissements sur les bancs du groupe lfi nupes je vais quand meme repondre aux accusations pour vous les vies palestiniennes ne valent rien;palestiniennes, palestinien, palestinienne, antisemitisme, sionisme, antisionisme;;;;;
0370;Twitter;elsafaucillon;GDR;2023-01-24;P0_pre_7oct;"Avec @deputesGDR 
nous avons reçu aujourd’hui @salah_hamouri, avocat palestinien défenseur des droits humains et @ElsaLefort 

Un moment émouvant et précieux pour permettre aux voix palestiniennes de témoigner et dénoncer les politiques coloniales et d’apartheid du gvnt israélien";israelien, israel, palestiniennes, palestinien, palestinienne;;;;;
0371;Twitter;bilongocarlos;LFI;2024-03-28;P3_post_cij;"Ce matin l’Assemblée Nationale s’honore en votant la PPR de @SabrinaSebaihi la reconnaissance et la condamnation du massacre des Algériens du 17 octobre 1961.

Comme l’a évoqué mon collègue @PaulVannierFI nous irons au bout du travail de mémoire afin de dénoncer ce crime d’état.";7 octobre, massacre;;;;;
0372;Twitter;legavrejerome;LFI-NFP;2024-12-29;P6_mandats_cpi;"Cet homme est médecin. Il s’appelle Abu Hussam Safiya. Son hôpital, Kamal Adwan, dans le nord de Gaza, a été détruit. Son fils a été abattu sous ses yeux par les soldats israéliens, et il est aujourd’hui leur prisonnier. 
Détruire des hôpitaux, tuer et arrêter des médecins s’inscrit dans un plan méthodique pour liquider, exterminer une population.
Tous les dirigeants et leurs porte-voix médiatiques, qui se taisent, qui regardent ailleurs en attendant qu’il n’y ait plus un palestinien, et pire qu...";israelien, israel, israeliens, gaza, palestinien, antisemitisme;;;;;
0373;Twitter;alma_dufour;LFI-NFP;2025-06-09;P7_cessez_feu;"🚨 ALERTE : La #FreedomFlotilla qui transportait douze civils dont @RimaHas et @GretaThunberg a été illégalement interpellée par les forces israéliennes.

Pour protéger ses passagers et dénoncer cette violation du droit international par Netanyahu, rendez-vous dans la rue ! 🇵🇸";israelien, israel, israeliennes, netanyahu, israelienne, illegal, forces israeliennes, droit international, civils, illegale;;;;;
0374;Twitter;carolineyadan;EPR;2024-01-10;P2_offensive;"La plainte de l’Afrique du Sud contre Israël pour genocide est un scandale d’une indécence absolue.
Voici pourquoi ⤵️
Thread";israel, genocide;;;;;
0375;Twitter;gdefournas;RN;2024-08-01;P4_rafah;Ils vont bientôt nous expliquer que l'opération pour éliminer Ben Laden était illégale. Ces gens sont dangereux.;illegal, illegale;;;;;
0376;Assemblee;M. Louis Boyard;LFI-NFP;2025-05-07;P7_cessez_feu;meme lui ne s arroge pas autant de pouvoirs pour reprimer les mobilisations des etudiants opposes a ce qui se passe a gaza applaudissements sur quelques bancs du groupe lfi nfp exclamations sur les bancs du groupe rn c est le ministre qui par decret decidera qui a la competence de reunir la section disciplinaire a l echelle de l academie et qui en fait partie cette section ne sera pas competente uniquement sur des faits de racisme et d antisemitisme mais aussi sur des faits susceptibles de porter atteinte a l ordre et au bon fonctionnement de l etablissement y compris commis en dehors de l etablissement il suffira d un decret du ministre pour choisir qui convoque et qui compose cette section sur laquelle l universite n aura pas son mot a dire et qui pourra juger des faits extremement flous...;gaza, antisemitisme;;;;;
0377;Twitter;mariepochon;ECO-NFP;2025-01-11;P6_mandats_cpi;Les attaques contre l'@UNRWA ne sont pas nouvelles, mais se sont intensifiées avec plus de 18 incidents ces derniers mois (tentatives d'incendie, jets de pierres...) jusqu'à l'adoption des 2 lois interdisant, concrètement, à l'agence onusienne de travailler d'ici la fin du mois.;onu, unrwa;;;;;
0378;Twitter;legavrejerome;LFI-NFP;2024-03-30;P3_post_cij;À 14h Place de la République cet après-midi, rendez-vous pour une nouvelle manifestation pour un cessez-le-feu à Gaza et en Palestine.;palestine, gaza, cessez-le-feu;;;;;
0379;Twitter;ericcoquerel;LFI-NFP;2025-08-20;P7_cessez_feu;Le plan de conquête de Gaza par le gouvernement israélien confirme ce que nous disons depuis les premiers jours : le but de guerre de Netanyahu n’a jamais été de venger les massacres du 7 octobre, d’éradiquer le Hamas et encore moins de libérer les otages, mais bien d’annexer Gaza hors tout droit international même au prix d’un genocide;israelien, israel, gaza, netanyahu, hamas, gouvernement israelien, 7 octobre, droit international, otage, genocide, otages, massacre;;;;;
0380;Twitter;legavrejerome;LFI-NFP;2025-05-30;P7_cessez_feu;"Et c’est le cas depuis bien longtemps. Seuls le gouvernement, ses soutiens politiques (ils sont nombreux…) et la petite cour médiatique ne l’ont pas vu.
Le fait que cela soit dit finalement en dit long sur l’ampleur de la crise au sommet. Plus que jamais il faut redoubler d’efforts, se mobiliser comme nous le faisons depuis plus de 18 mois pour la suspension immédiate de tous les accords avec Israël, l’embargo total sur les livraisons d’armes, la mise au ban du régime de Netanyahu. 
Demain à Liv...";israel, netanyahu;;;;;
0381;Assemblee;M. Pierre-Henri Dumont;LR;2024-03-06;P3_post_cij;qui est profondement antisemite nourrie par un discours de haine il ne s agit pas de l opposition d idees politiques dans le cadre d un debat parfaitement noble mais bel et bien d un discours de haine contre des individus pour ce qu ils sont cette volonte a ete clairement exprimee par la presidente de votre groupe lorsqu elle a refuse de localiser l etat d israel exclamations sur les bancs du groupe lfi nupes;israel, antisemite;;;;;
0382;Twitter;gabriellecthl;LFI-NFP;2025-12-26;P7_cessez_feu;"Depuis le «cessez-le-feu» du 10 octobre, Israël a assassiné 405 Palestiniens à Gaza et en a blessé 1114. Le génocide continue. D’autres ont été tués et blessés en Cisjordanie. 

Plus de 9000 sont détenus sans procès, affamés, torturés. 

Aucun communiqué, aucune sanction.";palestiniens, israel, gaza, palestinien, cisjordanie, genocide, cessez-le-feu;;;;;
0383;Twitter;nathalieoziol;LFI-NFP;2024-09-11;P4_rafah;"🇵🇸 Il faut entendre le ministre palestinien Qaddoura Fares en charge des détenus politiques. À l’invitation de Thomas Portes et Mathilde Panot, notre groupe parlementaire l’a reçu à l’Assemblée nationale avec Salah Hammouri, prisonnier politique pendant 10 ans dans les prisons israéliennes.

Quand ils racontent les conditions cruelles de détention des détenus dans les geôles israéliennes, les pratiques de torture, les humiliations, on ne peut qu’être saisi d’effroi et d’empathie pour celles et c...";israelien, israel, palestine, israeliennes, palestinien, israelienne, droit international;;;;;
0384;Twitter;fabien_roussel;GDR;2025-01-16;P7_cessez_feu;"Trêve à Gaza : soulagement et enjeux pour la paix.

pcf.fr/treve_gaza_soulagemen…";gaza, treve;;;;;
0385;Twitter;mariemesmeur;LFI-NFP;2025-11-08;P7_cessez_feu;"La paix en Palestine ne viendra que s’il y a justice et réparations pour le peuple palestinien.

Les gouvernements ont failli à cette tâche : les peuples eux se soulèvent contre cet ordre colonial et génocidaire ! 

Nous y parviendrons.🇵🇸";palestine, palestinien;;;;;
0386;Twitter;bilongocarlos;LFI;2024-12-04;P6_mandats_cpi;"🗣️ 𝗕𝗮𝗿𝗻𝗶𝗲𝗿 : 𝗱𝗲𝗿𝗻𝗶𝗲̀𝗿𝗲 𝗻𝘂𝗶𝘁 𝗮̀ 𝗠𝗮𝘁𝗶𝗴𝗻𝗼𝗻

Avec sa fixette sur l’extrême gauche et Jean-Luc Mélenchon, j’ai connu Michel Barnier plus classe et plus inspiré.

Aujourd’hui, nous allons voter la #MotionDeCensure pour renverser ce gouvernement illégitime.";illegitime, legitime;;;;;
0387;Assemblee;Mme Elsa Faucillon;GDR;2025-01-16;P7_cessez_feu;fasse a nouveau la demonstration de ses capacites a repondre aux besoins non vous avez prefere annoncer 32 milliards de baisses des depenses publiques et aujourd hui vous cherchez a nous vendre comme un effort gigantesque le moindre renoncement a reduire le nombre d enseignants vous avez meme admis qu il n y aurait pas assez de candidats au concours j ai le sentiment que c est une maniere pour vous d avouer que vous ne ferez rien pour la remuneration des enseignants et pour leurs conditions de recrutement ce jusqu au boutisme a plonge nos comptes publics dans le rouge tout en alimentant les inegalites et en sabordant les services publics a cela s ajoute une gestion calamiteuse de la crise ecologique aucune de vos annonces ne pourrait mettre un coup d arret a ce qui provoque veritablement l...;palestiniens, palestine, gaza, netanyahou, palestinien, droit international, cour penale internationale;;;;;
0388;Twitter;ericcoquerel;LFI-NFP;2024-03-20;P3_post_cij;"🇵🇸 GAZA : CESSEZ-LE-FEU !

📣 Réunion publique

Retour sur le 1er voyage d’une délégation d’élus français à Rafah, et sur la situation humanitaire et sanitaire dans la bande de Gaza

Mardi 26 mars 2024
19H00
📍Salle Rouge, 27 avenue Gabriel Péri, Saint-Ouen";gaza, bande de gaza, cessez-le-feu, rafah;;;;;
0389;Assemblee;M. Thani Mohamed Soilihi;MODEM;2025-04-29;P7_cessez_feu;je le dis sans detour les financements accordes par l afd aux organisations de la societe civile s effectuent dans le plein respect de la politique etrangere francaise etablie par le ministere de l europe et des affaires etrangeres meae les postes diplomatiques et les directions competentes du ministere sont saisis pour avis sur chaque projet a l aune de sa qualite et de son alignement avec nos priorites politiques ce controle s applique a tous les soutiens passes actuels et a venir apportes a la plateforme des ong francaises pour la palestine le projet que vous evoquez vise a promouvoir sur la question israelo palestinienne un debat eclaire base sur le droit international il n inclut aucune action de terrain mais repose sur une demarche de plaidoyer et de sensibilisation fondee sur le res...;israelien, israel, palestine, palestinien, palestinienne, israelienne, droit international, autodetermination, nations unies, conseil de securite;;;;;
0390;Assemblee;Mme Elsa Faucillon;GDR;2024-10-15;P5_escalade;au moment meme ou je prends la parole le genocide se poursuit implacablement a gaza applaudissements sur les bancs des groupes gdr lfi nfp et ecos la famine y fait rage et la cisjordanie elle aussi est en proie aux flammes et au sang le tourbillon de souffrances impose a la palestine s etend desormais jusqu au liban israel bombarde beyrouth;israel, palestine, gaza, famine, cisjordanie, genocide;;;;;
0391;Twitter;jfcoulomme;LFI-NFP;2025-06-15;P7_cessez_feu;On s'étonne que ce VRP stratège de plateaux du génocidaire Netanyahu n'ai pas encore conseillé à la France d'attaquer à son tour la Russie, dotée de l'arme nucléaire, avec les mêmes raisons qu'invoque Israël pour justifier son attaque de l'Iran...;israel, netanyahu;;;;;
0392;Assemblee;Mme Aurore Bergé;REN;2024-03-27;P3_post_cij;vous posez une question essentielle qui a trait aux valeurs qui forment le coeur de notre republique depuis le 7 octobre et les attentats terroristes perpetres par le hamas en israel on a malheureusement assiste dans notre pays a une recrudescence des actes antisemites dont le nombre a vous l avez dit augmente de plus de 1 000 concretement cela signifie que des francais ont parce qu ils sont juifs ou auraient des patronymes juifs change leur nom sur leur boite aux lettres se sont desinscrits de certaines applications n osent plus commander de taxi ou se faire livrer un repas que des etudiants ont ete pris a partie qu un homme pris a partie dans un bus a du s en extraire de peur d etre violente qu un autre homme sortant d une synagogue a recu des coups de poing et de pied voila concretement...;israel, hamas, 7 octobre, antisemitisme, antisemite;;;;;
0393;Twitter;clairemlejeune;LFI-NFP;2024-05-05;unknown;"Des mois pour condamner l'action de l'Etat d'Israël à #Gaza et appeler à un cessez le feu.

A peine quelques jours pour condamner des étudiant.e.s mobilisé.e.s pour la paix.";israel, gaza;;;;;
0394;Twitter;s_bourouaha;GDR;2024-05-16;P4_rafah;Hier, en réunion du Bureau de l'@AssembleeNat j'ai soutenu ardemment la création d'un groupe d'amitié France-Palestine. Une proposition rejetée par la majorité, la droite et l'ext. droite. Reconnaitre l'Etat palestinien est un pas indispensable pr construire un processus de #paix;palestine, palestinien, etat palestinien;;;;;
0395;Twitter;damienmaudt;LFI-NFP;2025-07-27;P7_cessez_feu;"À nouveau, l'armée Israélienne s'offre le droit de séquestrer des humanitaires et parlementaires.

@EmmanuelMacron, La France doit être respectée, le droit international doit être respecté, mes collègues et l'équipage doivent être libérés.";israelien, israel, israelienne, armee israelienne, droit international;;;;;
0396;Assemblee;Mme Élisabeth Borne;LFI;2023-10-31;P1_choc;des slogans haineux sur des banderoles des commentaires odieux sur les reseaux sociaux des menaces des insultes et parfois des coups l antisemitisme a de multiples visages tous aussi insupportables depuis les attaques terroristes du 7 octobre contre israel les manifestations de haine se sont intensifiees plus de 850 incidents ont eu lieu et pres de 6 000 signalements en ligne ont ete effectues ces derniers jours a saint ouen sur seine a paris et au petit quevilly les habitants ont decouvert des tags antisemites sur les murs de leur ville des etoiles de david ou des croix gammees comme une evocation glacante du passe au nom du gouvernement je condamne avec une fermete absolue ces agissements ignobles applaudissements sur tous les bancs l antisemitisme c est la lachete la haine de l autre et...;israel, 7 octobre, antisemitisme, antisemite;;;;;
0397;Twitter;caronaymericoff;LFI-NFP;2024-07-13;P4_rafah;« Les forces d'occupation israéliennes ne se sont pas complètement retirées du quartier de Tel el-Hawa. Des tireurs d'élite d'occupation sont déployés sur les routes. Des tireurs d'élite israéliens ont abattu des dizaines de Palestiniens aujourd'hui. »;palestiniens, israelien, israel, israeliens, israeliennes, palestinien, israelienne, occupation;;;;;
0398;Assemblee;Mme Aurore Bergé;REN;2025-07-02;P7_cessez_feu;une motion de ce type vise en principe a demander a l assemblee s il y a lieu ou non de deliberer sur la question posee vous considerez donc qu il n y a pas lieu de deliberer sur l antisemitisme dans l enseignement superieur alors que toutes nos democraties ont eu a connaitre un regain massif d antisemitisme depuis les attentats terroristes du 7 octobre 2023;7 octobre, antisemitisme;;;;;
0399;Twitter;elsafaucillon;GDR;2023-11-18;P2_offensive;Cessez le feu immédiat à Gaza !;gaza;;;;;
0400;Twitter;amelia_lkf;EPR;2025-06-05;P7_cessez_feu;"Frappes #israéliennes en cours sur la banlieue sud de #Beyrouth.
! La veille de l’#Aïd el-Adha, cette violence est particulièrement cruelle.
Je forme le vœu que l’escalade soit évitée.  #Liban #Paix @moukarzeljoe @Herve_Magro @jnbarrot";israelien, israel, israeliennes, israelienne;;;;;
0401;Assemblee;Mme Andrée Taurinya;LFI;2024-01-24;P2_offensive;10 000 enfants tues 24 000 morts des milliers sous les decombres 60 000 blesses des centaines de centres de soins bombardes 70 000 maisons rasees 1 9 million de personnes deplacees voici le bilan de plus de cent jours de massacre de masse la population affamee de gaza survit au milieu de flaques d eaux usees qui debordent des egouts detruits la maladie s abat sur ce petit bout de territoire martyr tuant toujours plus pas de cessez le feu a l horizon pour une paix juste et durable le droit des peuples a disposer d eux memes reste notre boussole qu elle prenne la forme d une solution a deux etats d un etat plurinational ou d une autre solution viable mutuellement acceptee il faut sortir de ce statu quo plus mortifere que jamais applaudissements sur les bancs du groupe lfi nupes mais netanyah...;israel, gaza, netanyahou, palestinien, etat palestinien, solution a deux etats, genocide, deux etats, cour internationale de justice, massacre;;;;;
0402;Assemblee;M. Benjamin Saint-Huile;LIOT;2024-06-04;P4_rafah;ma question s adresse a m le ministre de l europe et des affaires etrangeres loin de la politique spectacle et dans le seul but de concourir a la construction d un chemin de paix je m adresse a vous au nom du groupe liot jeudi soir a la television francaise le premier ministre israelien a fait un parallele honteux entre le debarquement des forces alliees en normandie et l entree des chars dans rafah applaudissements sur les bancs des groupes liot lfi nupes gdr nupes et ecolo nupes ainsi que sur quelques bancs du groupe soc tentant de legitimer l injustifiable l inacceptable le groupe liot est clair depuis le premier jour nous avons condamne avec force les attentats terroristes commis par le hamas le 7 octobre nous avons reconnu le droit d israel a se defendre mais toujours dans le cadre du...;israelien, israel, hamas, 7 octobre, droit international, legitime, rafah;;;;;
0403;Twitter;karenerodi;inconnu;2025-09-24;P7_cessez_feu;"🚨Soutien aux équipages des flottilles de la liberté lâchement attaqués cette nuit dans les eaux internationales!

La France doit protéger les opérations civiles humanitaires non-violentes.

⚠️ interpellez @EmmanuelMacron il doit protéger la @gbsumudflotilla 
#StopGenocide #Gaza";gaza, genocide;;;;;
0404;Assemblee;Mme Mathilde Panot;LFI-NFP;2025-05-20;P7_cessez_feu;aucun la france doit cesser d etre complice du genocide palestinien quand agirez vous quand arreterez vous de regarder gaza mourir les deputes du groupe lfi nfp se levent et applaudissent longuement;gaza, palestinien, genocide;;;;;
0405;Assemblee;Mme Chrysoula Zacharopoulou;inconnu;2024-03-05;P3_post_cij;face a cette crise la france est mobilisee au plus haut niveau depuis le debut de la reponse militaire israelienne la france a rappele avec force la necessite absolue pour israel de se conformer au droit international humanitaire applaudissements sur les bancs des groupes lfi nupes soc et ecolo nupes m pierre dharreville applaudit egalement les civils palestiniens n ont pas a etre les victimes d atrocites commises par le hamas israel a l obligation de tout faire pour epargner les civils applaudissements sur les bancs du groupe lfi nupes mme stella dupont applaudit egalement le droit international humanitaire s impose a tous et impose en tout temps et en tous lieux des principes clairs de distinction de necessite de proportionnalite et de precaution mmes et mm les deputes des groupes lfi nu...;palestiniens, israelien, israel, palestinien, hamas, israelienne, droit international, civils;;;;;
0406;Assemblee;Mme Mathilde Panot;LFI;2023-10-23;P1_choc;a l heure ou je parle plus de 5 000 palestiniens ont ete tues et 15 000 blesses par les crimes de guerre de tsahal nous pensons a tous les otages detenus aujourd hui et parmi eux a nos compatriotes que vienne au plus vite leur liberation memes mouvements nous pensons aux 200 morts etrangers aux 30 familles francaises endeuillees ainsi qu aux 7 sept francais aujourd hui disparus;palestiniens, tsahal, palestinien, otage, crimes de guerre, otages;;;;;
0407;Twitter;phdumont;LR;2024-04-19;P3_post_cij;"134 otages dont 3 Français croupissent encore dans les caves du Hamas.

L’Autorité Palestinienne indemnise les familles des djihadistes.

Soutenir l’admission de la Palestine à l’ONU, poussée par l’Algérie avec le soutien de la Russie et de la Chine, est une faute de la France.";palestine, palestinien, hamas, palestinienne, otage, onu, autorite palestinienne, otages;;;;;
0408;Twitter;jfcoulomme;LFI-NFP;2025-07-30;P7_cessez_feu;Les pays non complices du génocide devront initier une fondation pour ériger un Mémorial du Génocide Palestinien.;palestinien, genocide;;;;;
0409;Assemblee;Mme Cyrielle Chatelain;ECO-NFP;2025-01-16;P7_cessez_feu;au milieu des fracas du monde et de nos debats desesperants il y a des jaillissements d espoir ce fut le cas hier lors de l annonce de la signature d un cessez le feu entre israel et le hamas applaudissements sur les bancs des groupes ecos lfi nfp soc et gdr il faut le preserver a tout prix et le faire durer alors que la relation semble de nouveau se raidir le groupe ecologiste et social s incline devant les 46 000 morts leur nombre devrait malheureusement augmenter avec le deblaiement des decombres et tient a rendre hommage aux blesses et aux deplaces forces a ces millions de personnes qui survivent dans des camps de fortune depuis quinze mois dans la terreur des bombardements prives de nourriture et de soins nous esperons que ce cessez le feu leur permette de retrouver la securite de rec...;palestiniens, israel, palestine, gaza, palestinien, hamas, etat palestinien, 7 octobre, droit international, bombardement, otage, otages, colonisation, unrwa, nations unies, territoires occupes, bombardements, jerusalem;;;;;
0410;Twitter;aurelientache;LFI-NFP;2025-07-20;P7_cessez_feu;Pour Israël, le droit international n'existe tout simplement plus.;israel, droit international;;;;;
0411;Twitter;guillaume_bigot;RN;2023-10-27;P1_choc;"Les médias occidentaux ne doivent pas par leur incompétence et leur ornières idéologiques devenir les agents du Hamas
#RudyKissMyHass";hamas;;;;;
0412;Twitter;villedieu_a;RN;2024-08-16;P4_rafah;Pas de leçons à recevoir de ceux qu’on voit défiler aux côtés du Hamas ou du CCIF;hamas;;;;;
0413;Assemblee;M. Jérôme Guedj;SOC;2023-11-04;P2_offensive;lundi dernier a cette meme tribune et pour le meme motif je commencais mon propos en soulignant qu il etait assurement derisoire dans le contexte que nous vivons de multiplier ces sessions dont nous connaissons l issue ce contexte est evidemment celui de la guerre des drames et des meurtrissures qui en decoulent comme je l ai fait lundi dernier je tiens puisque le calendrier m en fournit l occasion a avoir une pensee en ce 4 novembre pour yitzhak rabin assassine il y a vingt huit ans par un fanatique juif d extreme droite pour avoir eu l audace et la lucidite de s engager sur le chemin de la paix applaudissements sur les bancs des groupes rn lfi nupes ecolo nupes et gdr nupes vingt huit ans apres les adversaires des accords d oslo sont les maitres du jeu le hamas assassine des juifs avec l...;palestiniens, netanyahou, palestinien, hamas, siege, disproportionnee, 7 octobre, solution a deux etats, bombardement, civils, otage, deux etats, disproportionne, otages, bombardements;;;;;
0414;Twitter;guiraudind;LFI-NFP;2023-08-16;P0_pre_7oct;"Il ne se trompe pas que sur l’orthographe de Jules Guesde, @GWGoldnadel manipule son histoire, ou l’ignore. Guesde a parmi les premiers salué le j’Accuse de Zola (« La lettre de Zola, c'est le plus grand acte révolutionnaire du siècle » dira-t-il) et critiquait déjà vivement l’antisémitisme de Barrès. Son positionnement politique - et il faut le dire son erreur -de ne pas vraiment parler - de Dreyfus est lié à sa position sociale (militaire, bourgeois), pas sa judéité.

Mais bon, que vaut la vér...";netanyahou, antisemitisme, antisemite;;;;;
